data_origin,synthetic_scenario,case_id,project_id,as_of_date,state,district,region,urban_rural,department,project_type,acquisition_method,project_priority,land_use_category,project_size_area,parcel_count,affected_landowner_count,ownership_complexity_score,disputed_ownership_flag,unresolved_record_count,objection_count,unresolved_objection_count,required_document_count,missing_document_count,invalid_document_count,document_verification_pending_count,document_completeness_ratio,approval_stage_count,pending_approval_count,interdepartment_dependency_count,blocked_dependency_count,assessed_compensation_amount,approved_compensation_amount,pending_compensation_amount,compensation_approval_pending_flag,payment_processing_days,open_legal_case_count,legal_dispute_flag,stay_order_flag,hearing_count,current_stage,days_in_current_stage,overdue_days,average_stage_duration_days,historical_department_delay_rate,historical_district_delay_rate,department_workload_index,milestone_slippage_count,days_since_last_update,acquisition_complexity_score,prediction_horizon_days,significant_delay,actual_delay_days,risk_category,missing_optional_payment_history,missing_optional_hearing_history
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002122,SYN-PROJECT-00708,2023-05-11,Westland,Juniper,WEST,RURAL,REVENUE,ROAD,DIRECT_PURCHASE,MEDIUM,COMMERCIAL,96.859,124,204,0.98,1,79,42,28,103,16,6,15,0.8039,4,0,2,2,64623444.85,61116473.17,22315773.86,0,23,0,0,0,10,AWARD,249,174,64,0.2201,0.1936,0.1169,6,21,0.8154,90,1,155,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002123,SYN-PROJECT-00708,2025-11-09,Northland,Cedar,NORTH,RURAL,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,STATUTORY,LOW,MIXED,21.545,13,10,0.3509,0,2,10,9,13,1,0,3,0.9231,4,2,4,1,5328023.93,4864763.15,2051010.76,0,56,0,0,0,3,AWARD,158,40,141,0.3814,0.3537,0.3818,3,23,0.2851,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002124,SYN-PROJECT-00708,2021-07-30,Southland,Grove,SOUTH,RURAL,PUBLIC_WORKS,RAIL,CONSENT_BASED,CRITICAL,AGRICULTURAL,78.204,42,45,0.98,0,19,3,1,34,6,2,6,0.7824,5,1,3,1,7562693.2,0.0,0.0,1,37,0,0,0,0,SURVEY,119,33,76,0.3328,0.1564,0.2195,2,23,0.4984,90,0,2,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002125,SYN-PROJECT-00709,2025-09-22,Eastland,Elm,EAST,RURAL,PUBLIC_WORKS,IRRIGATION,STATUTORY,HIGH,AGRICULTURAL,112.678,38,82,0.98,0,32,25,13,37,6,2,4,0.8,5,1,0,0,18460060.38,15463886.24,3525851.2,0,44,0,0,0,4,NOTICE,114,48,100,0.3604,0.3452,0.3948,2,27,0.6226,90,1,37,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002126,SYN-PROJECT-00709,2025-01-19,Eastland,Elm,EAST,RURAL,REVENUE,URBAN_EXPANSION,DIRECT_PURCHASE,LOW,COMMERCIAL,37.422,23,26,0.98,0,9,12,6,21,3,0,1,0.8571,4,0,1,0,33987561.27,0.0,0.0,1,45,0,0,0,2,AWARD,117,39,99,0.3427,0.2823,0.1925,0,20,0.4729,90,0,1,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002127,SYN-PROJECT-00709,2024-01-29,Southland,Grove,SOUTH,RURAL,REVENUE,IRRIGATION,DIRECT_PURCHASE,HIGH,AGRICULTURAL,372.14,304,245,0.98,1,98,64,33,208,24,7,19,0.8611,5,1,1,1,58437612.94,0.0,0.0,1,56,1,1,1,13,PAYMENT,306,238,90,0.2648,0.1544,0.3637,8,45,0.7512,90,1,238,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002128,SYN-PROJECT-00710,2021-05-02,Eastland,Dawn,EAST,URBAN,IRRIGATION,ROAD,STATUTORY,HIGH,COMMERCIAL,15.261,6,5,0.3249,0,3,1,1,8,0,1,0,0.9125,5,2,0,0,8000731.12,0.0,0.0,1,29,0,0,0,1,NOTICE,74,15,71,0.4174,0.1664,0.3712,2,19,0.1605,90,0,2,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002129,SYN-PROJECT-00710,2023-05-30,Northland,Aster,NORTH,URBAN,PUBLIC_WORKS,URBAN_EXPANSION,DIRECT_PURCHASE,HIGH,AGRICULTURAL,255.95,153,174,0.98,1,69,44,28,114,11,5,11,0.8728,5,1,0,0,55777250.16,50370754.94,20960328.06,0,54,1,1,1,12,PAYMENT,368,280,110,0.3975,0.225,0.6021,7,54,0.7093,90,1,294,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002130,SYN-PROJECT-00710,2021-04-19,Eastland,Elm,EAST,RURAL,TRANSPORT,POWER_TRANSMISSION,DIRECT_PURCHASE,MEDIUM,RESIDENTIAL,13.247,17,23,0.98,0,10,0,0,17,3,1,2,0.7824,4,2,1,0,4393087.17,0.0,0.0,1,42,0,0,0,0,OBJECTION_REVIEW,111,64,37,0.2877,0.2662,0.2724,2,20,0.3796,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002131,SYN-PROJECT-00711,2023-09-07,Westland,Juniper,WEST,RURAL,REVENUE,IRRIGATION,MIXED,LOW,RESIDENTIAL,200.738,194,393,0.98,0,155,127,78,170,15,4,10,0.8953,4,2,2,2,62787351.06,52971479.51,17856685.3,0,37,0,0,0,26,OBJECTION_REVIEW,395,337,89,0.3725,0.1894,0.2397,9,43,0.767,90,1,190,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002132,SYN-PROJECT-00711,2025-06-23,Eastland,Dawn,EAST,URBAN,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,COMMERCIAL,126.464,67,131,0.98,0,51,26,22,60,6,2,5,0.8767,4,2,4,2,97658743.09,92042172.62,33810170.51,0,55,0,0,0,9,AWARD,80,0,101,0.2819,0.1277,0.5444,2,23,0.7668,90,1,112,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002133,SYN-PROJECT-00711,2024-11-20,Northland,Birch,NORTH,RURAL,REVENUE,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,24.558,18,19,0.7465,0,6,14,9,17,0,0,1,1.0,4,0,3,1,2956490.43,2718553.57,1263105.57,0,38,0,0,0,3,OBJECTION_REVIEW,67,0,132,0.3083,0.3378,0.2944,0,15,0.4795,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002134,SYN-PROJECT-00712,2024-11-07,Southland,Grove,SOUTH,RURAL,TRANSPORT,URBAN_EXPANSION,STATUTORY,MEDIUM,MIXED,149.789,59,74,0.98,0,29,25,11,48,2,1,2,0.9437,4,0,1,1,82252037.76,76330475.77,18107448.5,0,53,0,0,0,4,SURVEY,110,22,98,0.3281,0.1822,0.3742,0,16,0.6694,90,1,35,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002135,SYN-PROJECT-00712,2021-01-01,Westland,Kite,WEST,RURAL,IRRIGATION,POWER_TRANSMISSION,STATUTORY,MEDIUM,AGRICULTURAL,145.823,100,97,0.98,1,37,28,25,74,9,3,9,0.85,4,1,3,2,26960397.57,25043902.67,15561212.17,0,49,1,1,1,12,PAYMENT,314,251,61,0.266,0.3006,0.2496,7,42,0.7888,90,1,275,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002136,SYN-PROJECT-00712,2022-06-09,Southland,Grove,SOUTH,RURAL,URBAN,INDUSTRIAL_CORRIDOR,STATUTORY,HIGH,MIXED,614.586,307,588,0.98,1,231,138,63,261,38,15,34,0.8142,6,2,2,1,391506788.71,376042524.31,206720868.32,0,60,1,1,1,23,NOTICE,667,547,132,0.4143,0.1817,0.3437,16,68,0.793,90,1,338,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002137,SYN-PROJECT-00713,2023-11-22,Eastland,Dawn,EAST,URBAN,IRRIGATION,RAIL,CONSENT_BASED,MEDIUM,COMMERCIAL,43.619,20,27,0.98,1,10,6,4,19,4,4,5,0.6421,4,0,3,2,23420049.82,20480593.03,12552144.67,0,49,0,0,0,2,SURVEY,69,0,107,0.3575,0.1629,0.662,0,28,0.5162,90,0,18,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002138,SYN-PROJECT-00713,2025-05-07,Southland,Indigo,SOUTH,RURAL,TRANSPORT,POWER_TRANSMISSION,MIXED,MEDIUM,RESIDENTIAL,915.023,1023,1167,0.98,0,463,281,211,742,87,31,77,0.8535,4,0,0,0,506756134.72,497446265.88,180185352.57,0,62,2,1,1,76,AWARD,858,794,91,0.2521,0.3701,0.5483,25,100,0.7256,90,1,608,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002139,SYN-PROJECT-00713,2025-11-05,Southland,Grove,SOUTH,RURAL,IRRIGATION,IRRIGATION,DIRECT_PURCHASE,HIGH,COMMERCIAL,8.968,5,5,0.2788,0,1,5,3,8,2,1,1,0.6625,5,1,0,0,5150256.78,4378858.66,1173043.12,0,33,0,0,0,2,COMPENSATION,30,0,82,0.3281,0.2098,0.3045,0,10,0.1762,90,0,15,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002140,SYN-PROJECT-00714,2025-11-21,Northland,Cedar,NORTH,RURAL,PUBLIC_WORKS,ROAD,DIRECT_PURCHASE,CRITICAL,AGRICULTURAL,94.971,22,21,0.9742,1,10,22,13,19,3,0,3,0.8421,5,2,1,0,15533523.56,0.0,0.0,1,48,2,1,1,7,AWARD,44,0,88,0.2999,0.407,0.412,1,13,0.6011,90,1,91,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002141,SYN-PROJECT-00714,2022-06-28,Northland,Aster,NORTH,URBAN,URBAN,URBAN_EXPANSION,MIXED,HIGH,RESIDENTIAL,123.268,129,180,0.98,1,72,56,44,102,14,6,13,0.8216,5,2,1,1,38599004.12,33279187.66,15827639.61,0,55,0,0,0,15,NOTICE,299,217,89,0.3556,0.214,0.5761,6,53,0.7757,90,1,278,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002142,SYN-PROJECT-00714,2022-11-15,Westland,Lumen,WEST,URBAN,PUBLIC_WORKS,ROAD,STATUTORY,MEDIUM,AGRICULTURAL,31.646,33,42,0.98,1,17,10,6,28,4,1,3,0.8321,4,2,1,0,5836213.95,5272619.99,2115028.93,0,57,1,1,1,4,COMPENSATION,147,84,65,0.4127,0.4305,0.3817,2,26,0.5362,90,1,189,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002143,SYN-PROJECT-00715,2021-03-27,Southland,Grove,SOUTH,RURAL,TRANSPORT,URBAN_EXPANSION,STATUTORY,MEDIUM,MIXED,67.183,57,71,0.98,0,30,20,13,46,3,1,3,0.9196,4,0,0,0,41158130.56,0.0,0.0,1,48,0,0,0,5,AWARD,119,25,68,0.2979,0.2008,0.2886,1,12,0.6761,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002144,SYN-PROJECT-00715,2023-04-30,Northland,Aster,NORTH,URBAN,REVENUE,RAIL,STATUTORY,CRITICAL,FOREST_EDGE,105.645,58,69,0.98,0,27,4,2,46,8,3,7,0.7804,5,1,3,2,28287688.87,24377320.73,20641102.16,0,52,0,0,0,0,OBJECTION_REVIEW,69,0,134,0.3958,0.1808,0.5988,1,19,0.5932,90,1,112,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002145,SYN-PROJECT-00715,2022-07-10,Northland,Cedar,NORTH,RURAL,PUBLIC_WORKS,POWER_TRANSMISSION,DIRECT_PURCHASE,LOW,MIXED,258.396,261,609,0.98,0,239,130,92,239,31,13,28,0.8322,4,1,0,0,120296517.6,0.0,0.0,1,58,2,1,1,33,NOTICE,754,725,41,0.4511,0.4782,0.39,18,84,0.7296,90,1,416,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002146,SYN-PROJECT-00716,2022-12-09,Southland,Indigo,SOUTH,RURAL,PUBLIC_WORKS,POWER_TRANSMISSION,STATUTORY,MEDIUM,RESIDENTIAL,64.437,33,50,0.98,0,20,17,8,30,5,2,5,0.7867,4,0,2,1,22003920.69,22027932.92,7711282.81,0,42,0,0,0,2,SURVEY,117,79,81,0.3874,0.4268,0.2845,3,31,0.6139,90,1,66,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002147,SYN-PROJECT-00716,2024-03-13,Southland,Grove,SOUTH,RURAL,IRRIGATION,POWER_TRANSMISSION,DIRECT_PURCHASE,MEDIUM,MIXED,64.252,49,34,0.98,0,13,10,5,36,3,0,2,0.9167,4,2,1,0,18287043.9,15024507.44,9345280.83,0,38,0,0,0,2,NOTICE,67,17,40,0.3919,0.1755,0.5243,2,24,0.571,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002148,SYN-PROJECT-00716,2022-11-09,Northland,Cedar,NORTH,RURAL,URBAN,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,RESIDENTIAL,23.263,5,3,0.4991,0,0,0,0,7,0,0,0,1.0,4,1,3,0,14658455.71,0.0,0.0,1,31,0,0,0,0,OBJECTION_REVIEW,78,0,141,0.4298,0.4188,0.3038,0,7,0.1956,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002149,SYN-PROJECT-00717,2021-03-13,Eastland,Frost,EAST,RURAL,PUBLIC_WORKS,POWER_TRANSMISSION,DIRECT_PURCHASE,HIGH,AGRICULTURAL,105.674,124,90,0.98,1,35,31,22,86,11,5,11,0.8314,5,3,1,0,26849331.18,23171303.09,15953086.73,0,50,0,0,0,6,OBJECTION_REVIEW,92,30,56,0.4223,0.4202,0.4182,3,21,0.7181,90,1,119,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002150,SYN-PROJECT-00717,2025-05-20,Northland,Cedar,NORTH,RURAL,PUBLIC_WORKS,POWER_TRANSMISSION,DIRECT_PURCHASE,CRITICAL,AGRICULTURAL,191.896,70,88,0.98,0,31,38,29,56,6,2,5,0.8679,5,2,1,0,23494232.22,20336891.04,10535814.27,0,66,1,1,1,10,NOTICE,117,70,56,0.3335,0.4123,0.2902,4,19,0.672,90,1,131,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002151,SYN-PROJECT-00717,2023-01-04,Westland,Kite,WEST,RURAL,PUBLIC_WORKS,URBAN_EXPANSION,STATUTORY,HIGH,AGRICULTURAL,53.691,41,67,0.98,0,29,18,13,37,4,1,2,0.873,5,0,2,1,13718582.78,12818153.45,7480357.36,0,60,1,1,0,6,PAYMENT,192,101,83,0.3312,0.2987,0.2546,4,14,0.657,90,1,382,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002152,SYN-PROJECT-00718,2025-09-15,Eastland,Dawn,EAST,URBAN,REVENUE,ROAD,CONSENT_BASED,MEDIUM,FOREST_EDGE,120.791,34,43,0.98,0,18,19,12,29,6,2,5,0.7448,4,0,0,0,18610268.5,17767084.39,11061715.21,0,38,1,1,0,6,PAYMENT,90,24,79,0.2199,0.1935,0.4202,1,12,0.6273,90,1,144,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002153,SYN-PROJECT-00718,2022-06-17,Westland,Lumen,WEST,URBAN,IRRIGATION,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,MEDIUM,MIXED,27.764,25,28,0.98,1,12,9,5,22,3,1,2,0.8318,4,1,4,2,6979799.02,0.0,0.0,1,65,1,1,0,3,NOTICE,131,23,128,0.3119,0.3814,0.4151,1,11,0.5536,90,0,15,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002154,SYN-PROJECT-00718,2023-04-10,Southland,Indigo,SOUTH,RURAL,IRRIGATION,ROAD,DIRECT_PURCHASE,MEDIUM,FOREST_EDGE,75.38,69,78,0.98,0,32,21,15,54,4,2,4,0.9,4,2,2,0,35632181.71,34773158.86,11937875.06,0,66,0,0,0,6,COMPENSATION,59,0,75,0.3713,0.4173,0.464,1,14,0.6808,90,1,43,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002155,SYN-PROJECT-00719,2023-09-19,Southland,Indigo,SOUTH,RURAL,TRANSPORT,URBAN_EXPANSION,MIXED,HIGH,RESIDENTIAL,175.934,95,80,0.98,0,31,20,10,68,7,2,7,0.8765,5,1,0,0,81725360.42,72808367.2,26290955.38,0,17,0,0,0,4,COMPENSATION,191,103,81,0.3341,0.4159,0.2588,5,21,0.7045,90,0,4,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002156,SYN-PROJECT-00719,2021-09-10,Westland,Juniper,WEST,RURAL,REVENUE,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,MEDIUM,COMMERCIAL,166.592,72,79,0.98,1,31,9,7,55,2,0,2,0.9636,4,1,2,1,112103384.85,96477262.6,45190827.69,0,80,1,1,0,3,OBJECTION_REVIEW,221,120,123,0.2418,0.1898,0.314,3,26,0.592,90,1,110,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002157,SYN-PROJECT-00719,2023-05-14,Westland,Juniper,WEST,RURAL,PUBLIC_WORKS,RAIL,STATUTORY,HIGH,MIXED,74.332,76,59,0.98,1,23,7,5,55,4,1,4,0.9145,5,1,3,0,35363558.92,30573198.16,6390092.01,0,33,0,0,0,1,PAYMENT,40,0,118,0.3814,0.1859,0.3572,2,19,0.587,90,0,13,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002158,SYN-PROJECT-00720,2021-10-27,Northland,Aster,NORTH,URBAN,PUBLIC_WORKS,ROAD,DIRECT_PURCHASE,HIGH,AGRICULTURAL,203.893,376,358,0.98,0,142,49,26,264,38,14,34,0.8189,5,2,0,0,36793999.96,0.0,0.0,1,49,0,0,0,10,AWARD,337,270,40,0.3709,0.187,0.6037,11,43,0.7441,90,1,227,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002159,SYN-PROJECT-00720,2025-12-16,Southland,Indigo,SOUTH,RURAL,IRRIGATION,IRRIGATION,STATUTORY,CRITICAL,RESIDENTIAL,303.633,453,674,0.98,1,267,212,108,354,39,13,32,0.8641,5,3,1,1,235163697.51,0.0,0.0,1,23,0,0,0,39,PAYMENT,732,655,95,0.3265,0.5191,0.4152,19,75,0.7479,90,1,459,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002160,SYN-PROJECT-00720,2023-11-03,Southland,Harbor,SOUTH,URBAN,PUBLIC_WORKS,POWER_TRANSMISSION,CONSENT_BASED,MEDIUM,MIXED,158.715,82,211,0.98,1,83,52,30,81,12,6,12,0.8,4,1,1,1,89514933.71,75310824.2,36893620.7,0,42,0,0,0,10,COMPENSATION,84,19,59,0.4077,0.3208,0.4988,3,8,0.774,90,1,128,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002161,SYN-PROJECT-00721,2024-07-21,Southland,Harbor,SOUTH,URBAN,REVENUE,IRRIGATION,STATUTORY,LOW,RESIDENTIAL,16.152,7,6,0.544,1,3,3,2,9,3,1,2,0.5889,4,0,1,1,8392614.78,8408507.06,2556863.32,0,30,0,0,0,0,NOTICE,69,0,96,0.2449,0.2829,0.2783,1,14,0.2707,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002162,SYN-PROJECT-00721,2025-03-29,Westland,Kite,WEST,RURAL,TRANSPORT,URBAN_EXPANSION,DIRECT_PURCHASE,MEDIUM,COMMERCIAL,415.384,371,476,0.98,1,187,65,33,279,33,11,29,0.8541,4,0,0,0,391641368.12,0.0,0.0,1,41,1,1,1,13,NOTICE,561,479,125,0.3109,0.3041,0.2899,12,61,0.7174,90,1,342,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002163,SYN-PROJECT-00721,2025-09-09,Westland,Juniper,WEST,RURAL,TRANSPORT,URBAN_EXPANSION,STATUTORY,MEDIUM,AGRICULTURAL,292.061,115,419,0.98,0,167,64,33,130,14,5,11,0.8654,4,1,2,1,60067481.26,0.0,0.0,1,56,1,1,1,13,OBJECTION_REVIEW,245,151,92,0.3233,0.2134,0.3483,5,35,0.7439,90,1,151,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002164,SYN-PROJECT-00722,2024-02-03,Westland,Kite,WEST,RURAL,URBAN,ROAD,STATUTORY,HIGH,FOREST_EDGE,61.552,65,65,0.98,0,25,1,1,50,4,1,2,0.906,5,0,1,1,14123748.6,0.0,0.0,1,29,0,0,0,1,PAYMENT,98,36,90,0.3714,0.3411,0.225,2,16,0.5089,90,1,73,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002165,SYN-PROJECT-00722,2021-04-18,Westland,Lumen,WEST,URBAN,TRANSPORT,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,MEDIUM,RESIDENTIAL,36.791,15,20,0.9477,0,6,0,0,15,3,2,3,0.7067,4,0,4,1,20170027.81,0.0,0.0,1,27,0,0,0,0,AWARD,115,0,133,0.2889,0.3478,0.4806,0,20,0.4147,90,0,20,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002166,SYN-PROJECT-00722,2025-03-16,Eastland,Frost,EAST,RURAL,REVENUE,ROAD,STATUTORY,LOW,AGRICULTURAL,132.424,44,36,0.98,0,15,15,8,34,6,1,7,0.8029,4,2,0,0,24238369.46,24314466.3,7361308.64,0,47,0,0,0,3,NOTICE,110,43,81,0.3066,0.3222,0.3415,4,25,0.5806,90,0,12,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002167,SYN-PROJECT-00723,2022-05-20,Eastland,Elm,EAST,RURAL,REVENUE,ROAD,DIRECT_PURCHASE,MEDIUM,FOREST_EDGE,74.991,46,74,0.98,0,28,1,1,40,5,1,4,0.8575,4,1,1,1,23042589.22,0.0,0.0,1,27,0,0,0,0,OBJECTION_REVIEW,74,22,58,0.3235,0.271,0.2925,0,18,0.4904,90,1,152,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002168,SYN-PROJECT-00723,2022-09-23,Southland,Indigo,SOUTH,RURAL,URBAN,IRRIGATION,DIRECT_PURCHASE,HIGH,MIXED,214.162,130,131,0.98,1,52,36,21,95,10,3,10,0.8726,5,2,0,0,65816478.37,63324478.59,29319784.36,0,37,0,0,0,8,SURVEY,252,172,66,0.3277,0.4093,0.4209,5,33,0.709,90,0,22,CRITICAL,,
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002169,SYN-PROJECT-00723,2022-09-20,Westland,Juniper,WEST,RURAL,REVENUE,POWER_TRANSMISSION,DIRECT_PURCHASE,LOW,RESIDENTIAL,32.511,22,17,0.7058,0,5,0,0,19,3,0,3,0.8421,4,1,1,0,8348954.14,8514592.77,5654727.43,0,63,1,1,0,2,COMPENSATION,57,0,61,0.3697,0.2117,0.23,2,15,0.2932,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002170,SYN-PROJECT-00724,2023-12-11,Eastland,Elm,EAST,RURAL,IRRIGATION,POWER_TRANSMISSION,DIRECT_PURCHASE,HIGH,MIXED,152.72,35,48,0.98,0,19,20,10,30,2,0,0,0.9333,5,1,1,1,51953096.66,52147827.28,2239995.09,0,37,0,0,0,4,COMPENSATION,59,25,71,0.3762,0.2642,0.4037,0,10,0.6459,90,0,15,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002171,SYN-PROJECT-00724,2021-09-18,Southland,Grove,SOUTH,RURAL,IRRIGATION,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,MIXED,40.748,22,19,0.98,0,6,10,7,19,3,1,2,0.8053,4,1,3,1,15956919.29,13655229.45,8714347.17,0,40,0,0,0,2,AWARD,125,14,109,0.3172,0.1186,0.2618,2,14,0.4866,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002172,SYN-PROJECT-00724,2022-12-10,Northland,Cedar,NORTH,RURAL,REVENUE,RAIL,CONSENT_BASED,MEDIUM,MIXED,64.477,59,50,0.98,0,19,0,0,44,3,1,2,0.9159,4,0,3,0,36849601.98,31758933.78,16523743.09,0,17,0,0,0,1,SURVEY,87,0,88,0.297,0.3384,0.2554,0,14,0.4655,90,1,30,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002173,SYN-PROJECT-00725,2025-10-19,Eastland,Elm,EAST,RURAL,REVENUE,IRRIGATION,STATUTORY,MEDIUM,COMMERCIAL,227.096,374,195,0.98,0,77,49,28,239,25,8,22,0.872,4,0,2,1,206860220.18,0.0,0.0,1,51,2,1,1,11,COMPENSATION,216,145,100,0.3643,0.3304,0.4359,5,32,0.7488,90,1,179,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002174,SYN-PROJECT-00725,2021-03-01,Northland,Birch,NORTH,RURAL,URBAN,URBAN_EXPANSION,MIXED,HIGH,RESIDENTIAL,52.222,66,37,0.98,1,17,18,11,46,4,2,4,0.8826,5,2,1,0,20427232.04,0.0,0.0,1,46,0,0,0,4,PAYMENT,68,5,80,0.3986,0.2975,0.4076,0,15,0.649,90,0,9,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002175,SYN-PROJECT-00725,2022-08-25,Westland,Kite,WEST,RURAL,IRRIGATION,POWER_TRANSMISSION,STATUTORY,LOW,RESIDENTIAL,131.671,65,64,0.98,1,23,21,13,49,6,2,5,0.849,4,2,1,1,26577369.91,26067862.2,8143418.41,0,57,0,0,0,7,NOTICE,115,66,35,0.3493,0.3445,0.3215,3,20,0.7144,90,1,131,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-002176,SYN-PROJECT-00726,2021-11-07,Eastland,Dawn,EAST,URBAN,PUBLIC_WORKS,URBAN_EXPANSION,STATUTORY,MEDIUM,RESIDENTIAL,130.006,53,82,0.98,0,31,11,8,45,3,1,4,0.9178,4,0,1,1,56105128.03,46187545.58,18276886.67,0,49,0,0,0,2,SURVEY,160,91,86,0.3519,0.185,0.4494,2,23,0.6031,90,0,21,HIGH,0,0
